"Hex_tag_ID","Duwamish People's Park","Lower Green Barge 1","Lower Green Barge 2","Lower Russel Backwater","Porter Side Channel","WDFW TBiOS Opposite Slip 4","WDFW TBiOS Slip 4"
"003.374078D165",2024-06-08 20:29:00,2024-06-08 20:29:00,NA,NA,NA,NA,NA
"3D6.1533D3505C",NA,NA,2024-05-19 14:28:09,NA,NA,NA,NA
"3D6.1533D35080",NA,NA,2024-05-30 09:28:25,NA,NA,NA,NA
"3D6.1533F83FD0",NA,NA,NA,NA,2024-04-13 03:47:57,NA,NA
"3D6.1533F841A7",NA,2024-06-06 00:11:51,NA,2024-06-06 00:11:51,NA,NA,NA
"3D6.1533F841D3",2024-05-25 20:46:27,2024-05-25 20:46:27,NA,NA,NA,NA,NA
"3D6.1533F841D7",NA,2024-05-09 02:40:37,NA,2024-05-09 02:40:37,NA,NA,NA
"3D6.1533F841EC",NA,NA,2024-05-20 20:29:51,NA,NA,NA,NA
"3D6.1533F841F4",NA,NA,NA,NA,2024-04-02 21:36:02,NA,NA
"3D6.1533F841FD",NA,NA,NA,NA,2024-04-18 18:15:39,NA,NA
"3D6.1533F88F87",NA,2024-05-17 22:45:04,2024-05-17 22:48:32,2024-05-17 22:45:04,NA,NA,NA
"3D6.1533F88F95",NA,NA,2024-05-18 01:15:34,NA,NA,NA,NA
"3D6.153468E47A",NA,NA,NA,NA,2024-04-08 13:36:24,NA,NA
"3D6.153468EE5E",NA,2024-05-17 21:58:32,NA,2024-05-17 21:58:32,NA,NA,NA
"3D6.15346985BD",NA,2024-06-03 22:01:41,NA,2024-06-03 22:01:41,NA,NA,NA
"3D6.15346985D2",NA,NA,2024-05-23 00:29:01,NA,NA,NA,NA
"3D6.15346985E6",NA,NA,NA,NA,2024-03-29 13:41:39,NA,NA
"3D6.1534698606",NA,NA,NA,NA,2024-03-28 13:57:33,NA,NA
"3D6.1534698619",NA,NA,NA,NA,2024-04-03 05:19:37,NA,NA
"3D6.1534698626",NA,2024-03-29 05:23:32,NA,2024-03-29 05:23:32,NA,NA,NA
"3D6.153469862B",NA,2024-05-19 22:37:51,NA,2024-05-19 22:37:51,NA,NA,NA
"3D6.1534698637",NA,NA,NA,NA,2024-03-28 17:58:52,NA,NA
"3D6.1534698A53",NA,2024-05-31 02:29:29,NA,2024-05-31 02:29:29,NA,NA,NA
"3D6.1534698A69",NA,NA,2024-05-18 22:02:29,NA,NA,NA,NA
"3D6.15346999F0",NA,2024-05-10 03:31:21,NA,2024-05-10 03:31:21,NA,NA,NA
"3D6.1534699A10",NA,NA,2024-04-29 18:57:39,NA,NA,NA,NA
"3D6.1534699A35",NA,NA,2024-05-21 21:54:31,NA,NA,NA,NA
"3D6.1534699A7B",NA,NA,2024-04-29 17:13:48,NA,NA,NA,NA
"3D6.1534699A84",NA,2024-05-23 21:20:28,NA,2024-05-23 21:20:28,NA,NA,NA
"3D6.1534699A90",NA,NA,NA,NA,2024-05-29 13:44:03,NA,NA
"3D6.1534699AAB",NA,NA,2024-04-02 09:40:43,NA,NA,NA,NA
"3D6.1534699CE7",NA,2024-05-23 22:58:41,NA,2024-05-23 22:58:41,NA,NA,NA
"3D6.1534699CF1",NA,NA,2024-05-20 08:19:26,NA,NA,NA,NA
"3D6.1534699CFE",NA,NA,2024-05-12 23:18:10,NA,NA,NA,NA
"3D6.1534699D18",NA,2024-05-17 19:08:29,NA,2024-05-17 19:08:29,NA,NA,NA
"3D6.1534699D23",NA,2024-05-18 22:37:30,NA,2024-05-18 22:37:30,NA,NA,NA
"3D6.153469A1EC",NA,2024-05-18 01:57:19,NA,2024-05-18 01:57:19,NA,NA,NA
"3D6.153469A239",NA,2024-05-30 15:26:18,NA,2024-05-30 15:26:18,NA,NA,NA
"3D6.153469A254",NA,NA,NA,NA,2024-03-31 12:52:01,NA,NA
"3D6.153469A279",NA,NA,NA,NA,2024-04-05 16:36:07,NA,NA
"3D6.153469A28C",2024-05-16 02:31:46,2024-05-16 02:31:46,NA,NA,NA,NA,NA
"3D6.153469A45D",NA,NA,NA,NA,2024-03-27 12:38:32,NA,NA
"3D6.153469A46C",NA,2024-06-12 20:40:28,NA,2024-06-12 20:40:28,NA,NA,NA
"3D6.153469A48B",NA,2024-05-16 21:24:18,NA,2024-05-16 21:24:18,NA,NA,NA
"3D6.153469A48D",NA,2024-05-24 05:40:32,NA,2024-05-24 05:40:32,NA,NA,NA
"3D6.153469A4B3",NA,NA,2024-06-01 04:54:50,NA,NA,NA,NA
"3D6.153469A4E0",NA,2024-06-07 17:08:21,NA,2024-06-07 17:08:21,NA,NA,NA
"3D6.153469A4FE",NA,2024-05-16 21:39:55,NA,2024-05-16 21:39:55,NA,NA,NA
"3D6.15346A2D64",2024-04-19 05:48:00,2024-04-19 05:48:00,2024-04-16 21:37:23,NA,NA,NA,NA
"3D6.15346A2D6E",2024-04-27 21:43:53,2024-04-27 21:43:53,NA,NA,NA,NA,NA
"3D6.15346A2D71",NA,NA,2024-04-16 21:00:48,NA,NA,NA,NA
"3D6.15346A2D79",NA,NA,2024-04-16 21:23:23,NA,NA,NA,NA
"3D6.15346A2D7A",NA,NA,2024-04-16 21:06:32,NA,NA,NA,NA
"3D6.15346A2D7B",NA,NA,2024-04-16 21:14:59,NA,NA,NA,NA
"3D6.15346A2D7C",NA,2024-04-16 21:11:48,NA,2024-04-16 21:11:48,NA,NA,NA
"3D6.15346A2D81",NA,NA,2024-04-16 20:56:24,NA,NA,NA,NA
"3D6.15346A2D8E",NA,NA,2024-04-16 21:03:04,NA,NA,NA,NA
"3D6.15346A2D94",NA,NA,2024-04-16 20:51:10,NA,NA,NA,NA
"3D6.15346A2D9B",NA,2024-04-16 21:29:29,NA,2024-04-16 21:29:29,NA,NA,NA
"3D6.15346A2DA3",NA,NA,2024-04-16 20:48:53,NA,NA,NA,NA
"3D6.15346A2DA8",NA,NA,2024-04-16 21:40:11,NA,NA,NA,NA
"3D6.15346A2DAC",NA,NA,2024-04-16 22:31:06,NA,NA,NA,NA
"3D6.15346A2DAD",NA,NA,2024-04-16 20:48:39,NA,NA,NA,NA
"3D6.15346A2DAE",NA,NA,2024-04-16 21:07:26,NA,NA,NA,NA
"3D6.15346A2DD6",NA,NA,2024-04-16 20:52:11,NA,NA,NA,NA
"3D6.15346A2DD9",NA,NA,2024-04-16 21:33:10,NA,NA,NA,NA
"3D6.15346A2DDB",NA,2024-04-16 21:05:47,NA,2024-04-16 21:05:47,NA,NA,NA
"3D6.15346A2DE3",NA,NA,2024-04-16 21:09:41,NA,NA,NA,NA
"3D6.15346A2DE9",NA,2024-04-16 21:25:43,NA,2024-04-16 21:25:43,NA,NA,NA
"3D6.15346A2DEF",NA,2024-04-16 21:20:07,NA,2024-04-16 21:20:07,NA,NA,NA
"3D6.15346A2DF4",NA,2024-04-16 21:17:40,NA,2024-04-16 21:17:40,NA,NA,NA
"3D6.15346A2E09",NA,2024-04-16 21:10:22,NA,2024-04-16 21:10:22,NA,NA,NA
"3D6.15346A2E0B",NA,NA,2024-04-16 20:48:17,NA,NA,NA,NA
"3D6.15346A2E0C",NA,NA,2024-04-16 21:46:31,NA,NA,NA,NA
"3D6.15346A2E0F",NA,2024-04-16 21:01:34,NA,2024-04-16 21:01:34,NA,NA,NA
"3D6.15346A2E13",NA,NA,2024-04-17 06:27:00,NA,NA,NA,NA
"3D6.15346A2E1D",NA,NA,2024-04-16 21:09:04,NA,NA,NA,NA
"3D6.15346A2E22",NA,2024-04-16 20:53:59,NA,2024-04-16 20:53:59,NA,NA,NA
"3D6.15346A2ED6",NA,NA,2024-06-11 03:11:57,NA,NA,NA,NA
"3D6.15346A2F28",NA,NA,NA,NA,2024-06-08 01:15:03,NA,NA
"3D6.15346A2F61",NA,2024-05-02 21:42:57,NA,2024-05-02 21:42:57,NA,NA,NA
"3D6.15346A2F64",NA,2024-05-02 22:18:51,2024-05-02 22:21:47,2024-05-02 22:18:51,NA,NA,NA
"3D6.15346A2F6C",NA,2024-05-19 22:21:02,NA,2024-05-19 22:21:02,NA,NA,NA
"3D6.15346A2F75",NA,2024-05-30 21:54:28,NA,2024-05-30 21:54:28,NA,NA,NA
"3D6.15346A2F7D",NA,2024-05-07 22:10:35,NA,2024-05-07 22:10:35,NA,NA,NA
"3D6.15346A2F8D",NA,NA,2024-05-24 04:59:34,NA,NA,NA,NA
"3D6.15346A2FB2",NA,2024-05-20 21:51:27,2024-05-20 21:55:11,2024-05-20 21:51:27,NA,NA,NA
"3D6.15346A2FCD",NA,NA,2024-05-22 04:35:27,NA,NA,NA,NA
"3D6.15346A2FF0",NA,NA,2024-05-20 21:16:46,NA,NA,NA,NA
"3D6.15346A3000",NA,NA,NA,NA,2024-06-04 10:36:05,NA,NA
"3D6.15346A300F",NA,2024-05-02 18:31:24,NA,2024-05-02 18:31:24,NA,NA,NA
"3D6.15346A3010",NA,2024-05-22 22:22:35,NA,2024-05-22 22:22:35,NA,NA,NA
"3D6.15346A301D",NA,NA,2024-05-02 17:59:53,NA,NA,NA,NA
"3D6.15346A3033",NA,NA,2024-04-17 16:14:31,NA,NA,NA,NA
"3D6.15346A303C",NA,NA,2024-04-17 20:08:04,NA,NA,NA,NA
"3D6.15346A3040",NA,NA,2024-04-17 13:18:59,NA,NA,NA,NA
"3D6.15346A304B",NA,NA,2024-04-17 21:02:35,NA,NA,NA,NA
"3D6.15346A3055",NA,NA,2024-04-17 16:26:15,NA,NA,NA,NA
"3D6.15346A3077",NA,NA,2024-04-17 15:15:39,NA,NA,NA,NA
"3D6.15346A307F",NA,NA,NA,NA,NA,2024-05-07 12:00:00,NA
"3D6.15346A30E2",NA,NA,2024-06-08 23:16:41,NA,NA,NA,NA
"3D6.15346A3157",NA,2024-04-16 21:02:11,2024-04-16 21:05:33,2024-04-16 21:02:11,NA,NA,NA
"3D6.15346A317B",NA,2024-04-16 20:55:26,NA,2024-04-16 20:55:26,NA,NA,NA
"3D6.15346A318C",NA,2024-04-16 23:19:34,NA,2024-04-16 23:19:34,NA,NA,NA
"3D6.15346A318D",NA,2024-04-16 20:50:02,NA,2024-04-16 20:50:02,NA,NA,NA
"3D6.15346A3199",NA,2024-04-16 21:13:49,NA,2024-04-16 21:13:49,NA,NA,NA
"3D6.15346A319F",NA,2024-04-16 20:49:23,NA,2024-04-16 20:49:23,NA,NA,NA
"3D6.15346A31B0",NA,2024-04-16 21:15:35,NA,2024-04-16 21:15:35,NA,NA,NA
"3D6.15346A31B4",2024-04-25 22:52:37,2024-04-16 20:45:58,NA,2024-04-16 20:45:58,NA,NA,NA
"3D6.15346A31B7",NA,2024-05-07 01:53:11,NA,2024-05-07 01:53:11,NA,NA,NA
"3D6.15346A31F0",NA,2024-05-07 23:15:37,NA,2024-05-07 23:15:37,NA,NA,NA
"3D6.15346A31F6",NA,NA,2024-06-05 21:19:09,NA,NA,NA,NA
"3D6.15346A31F9",NA,2024-05-03 03:11:43,NA,2024-05-03 03:11:43,NA,NA,NA
"3D6.15346A31FC",NA,NA,2024-05-07 04:24:43,NA,NA,NA,NA
"3D6.15346A3207",NA,2024-05-20 09:43:45,NA,2024-05-20 09:43:45,NA,NA,NA
"3D6.15346A320B",NA,2024-06-03 00:03:48,NA,2024-06-03 00:03:48,NA,NA,NA
"3D6.15346A322C",NA,NA,2024-04-17 18:07:36,NA,NA,NA,2024-05-02 12:00:00
"3D6.15346A3231",NA,NA,2024-04-17 15:27:05,NA,NA,NA,NA
"3D6.15346A323E",NA,NA,2024-04-17 22:56:01,NA,NA,NA,NA
"3D6.15346A3260",NA,NA,2024-04-17 16:47:20,NA,NA,NA,NA
"3D6.15346A3263",NA,NA,NA,NA,2024-04-16 21:25:27,NA,NA
"3D6.15346A326F",NA,NA,2024-04-23 17:43:46,NA,NA,NA,NA
"3D6.15346A330D",2024-05-24 04:30:34,2024-05-24 04:30:34,NA,NA,NA,NA,NA
"3D6.15346A335C",NA,2024-05-22 02:08:59,NA,2024-05-22 02:08:59,NA,NA,NA
"3D6.15346A3364",NA,2024-05-09 21:06:46,NA,2024-05-09 21:06:46,NA,NA,NA
"3D6.15346A336E",NA,2024-05-18 01:50:18,NA,2024-05-18 01:50:18,NA,NA,NA
"3D6.15346A3379",NA,2024-05-23 00:18:41,NA,2024-05-23 00:18:41,NA,NA,NA
"3D6.15346A3386",NA,NA,NA,NA,2024-06-06 10:00:50,NA,NA
"3D6.15346A3393",2024-05-24 19:39:34,2024-05-24 19:39:34,NA,NA,NA,NA,NA
"3D6.15346A3397",NA,2024-05-18 08:24:02,NA,2024-05-18 08:24:02,NA,NA,NA
"3D6.15346A33A3",NA,NA,2024-05-17 22:50:06,NA,NA,NA,NA
"3D6.15346A33B9",NA,2024-05-01 21:37:18,2024-05-01 21:40:08,2024-05-01 21:37:18,NA,NA,NA
"3D6.15346A33E1",NA,2024-06-10 03:24:24,NA,2024-06-10 03:24:24,NA,NA,NA
"3D6.15346A341C",NA,NA,NA,2024-04-17 11:35:59,NA,NA,NA
"3D6.15346A342F",NA,NA,2024-06-09 00:04:31,NA,NA,NA,NA
"3D6.15346A3432",NA,NA,2024-04-17 18:59:34,NA,NA,NA,NA
"3D6.15346A3448",NA,NA,2024-04-18 15:59:06,NA,NA,NA,NA
"3D6.15346A3449",NA,NA,2024-04-17 13:38:40,NA,NA,NA,NA
"3D6.15346A3451",NA,NA,NA,NA,NA,NA,2024-05-07 12:00:00
"3D6.15346A345E",NA,2024-05-22 20:56:12,NA,2024-05-22 20:56:12,NA,NA,NA
"3D6.15346A3467",NA,NA,2024-04-17 13:42:10,NA,NA,NA,NA
"3D6.15346A3469",NA,NA,2024-04-17 14:33:03,NA,NA,NA,NA
"3D6.15346A347F",2024-05-20 03:36:39,2024-05-20 03:36:39,NA,NA,NA,NA,NA
"3D6.15346A348A",NA,NA,NA,2024-06-08 15:42:08,NA,NA,NA
"3D6.15346A3497",NA,NA,2024-06-02 03:35:44,NA,NA,NA,NA
"3D6.15346A34E8",NA,2024-06-18 04:27:51,NA,2024-06-18 04:27:51,NA,NA,NA
"3D6.15346A354D",2024-05-24 19:10:08,2024-05-24 19:10:08,NA,NA,NA,NA,NA
"3D6.15346A354E",NA,NA,2024-04-16 20:49:05,NA,NA,NA,NA
"3D6.15346A3561",NA,NA,2024-04-16 23:29:26,NA,NA,NA,NA
"3D6.15346A3572",NA,2024-04-16 21:27:15,NA,2024-04-16 21:27:15,NA,NA,NA
"3D6.15346A357C",NA,2024-04-16 20:45:29,NA,2024-04-16 20:45:29,NA,NA,NA
"3D6.15346A3582",NA,2024-04-16 21:32:25,NA,2024-04-16 21:32:25,NA,NA,NA
"3D6.15346A3583",NA,NA,2024-04-16 20:58:32,NA,NA,NA,NA
"3D6.15346A3590",NA,2024-04-16 21:09:49,NA,2024-04-16 21:09:49,NA,NA,NA
"3D6.15346A3593",NA,2024-04-16 21:09:00,NA,2024-04-16 21:09:00,NA,NA,NA
"3D6.15346A3594",NA,NA,2024-04-16 21:19:54,NA,NA,NA,NA
"3D6.15346A359D",NA,2024-04-16 20:45:45,NA,2024-04-16 20:45:45,NA,NA,2024-05-01 12:00:00
"3D6.15346A35A9",NA,2024-04-16 20:53:20,NA,2024-04-16 20:53:20,NA,NA,NA
"3D6.15346A35AB",NA,NA,2024-04-16 21:05:18,NA,NA,NA,NA
"3D6.15346A35AF",NA,2024-04-16 21:19:47,NA,2024-04-16 21:19:47,NA,NA,NA
"3D6.15346A35E4",NA,2024-05-07 05:27:51,NA,2024-05-07 05:27:51,NA,NA,NA
"3D6.15346A3634",NA,NA,2024-05-22 14:24:25,NA,NA,NA,NA
"3D6.15346A363D",NA,NA,2024-05-07 23:57:02,NA,NA,NA,NA
"3D6.15346A3640",NA,NA,2024-05-19 17:35:34,NA,NA,NA,NA
"3D6.15346A3645",NA,2024-05-19 21:32:49,NA,2024-05-19 21:32:49,NA,NA,NA
"3D6.15346A364C",NA,2024-05-17 21:48:12,NA,2024-05-17 21:48:12,NA,NA,NA
"3D6.15346A3653",NA,2024-05-08 23:36:18,NA,2024-05-08 23:36:18,NA,NA,NA
"3D6.15346A3661",NA,NA,2024-05-08 04:42:40,NA,NA,NA,NA
"3D6.15346A3669",NA,NA,2024-05-20 22:53:33,NA,NA,NA,NA
"3D6.15346A367B",NA,2024-05-03 01:11:37,NA,2024-05-03 01:11:37,NA,NA,NA
"3D6.15346A36A4",2024-04-20 14:48:41,2024-04-20 14:48:41,NA,NA,NA,NA,NA
"3D6.15346A36A9",NA,NA,2024-04-17 13:18:04,NA,NA,NA,NA
"3D6.15346A36B5",NA,NA,2024-05-23 00:10:33,NA,NA,NA,NA
"3D6.15346A36C7",NA,NA,NA,NA,2024-04-16 21:04:57,NA,NA
"3D6.15346A36C9",NA,NA,2024-05-15 04:07:32,NA,NA,NA,NA
"3D6.15346A36DF",2024-05-26 21:34:22,2024-05-26 21:34:22,NA,NA,NA,NA,NA
"3D6.15346A3754",NA,NA,2024-06-08 16:52:28,NA,NA,NA,NA
"3D6.15346A382C",NA,NA,2024-05-03 03:50:34,NA,NA,NA,NA
"3D6.15346A3834",NA,2024-05-23 21:31:05,2024-05-23 21:34:23,2024-05-23 21:31:05,NA,NA,NA
"3D6.15346A3859",NA,2024-05-09 01:06:41,2024-05-09 01:09:29,2024-05-09 01:06:41,NA,NA,NA
"3D6.15346A385F",NA,2024-05-29 21:29:39,NA,2024-05-29 21:29:39,NA,NA,NA
"3D6.15346A3881",NA,NA,2024-04-17 13:42:11,NA,NA,NA,NA
"3D6.15346A38B8",NA,2024-04-20 08:49:12,NA,2024-04-20 08:49:12,NA,NA,NA
"3D6.15346A38BC",NA,2024-05-19 23:33:46,2024-05-19 23:37:05,2024-05-19 23:33:46,NA,NA,NA
"3D6.15346A38C2",NA,NA,2024-04-17 14:04:32,NA,NA,NA,NA
"3D6.15346A38C6",NA,NA,2024-04-17 14:00:55,NA,NA,NA,NA
"3D6.15346A38D6",NA,NA,2024-05-25 20:21:28,NA,NA,NA,NA
"3D6.15346A393C",NA,2024-06-10 04:43:14,NA,2024-06-10 04:43:14,NA,NA,NA
"3D6.15346A3993",NA,NA,2024-06-08 18:41:13,NA,NA,NA,NA
"3D6.15346A3A10",NA,2024-04-17 16:50:53,NA,2024-04-17 16:50:53,NA,NA,NA
"3D6.15346A3A11",NA,NA,2024-04-17 15:55:24,NA,NA,NA,NA
"3D6.15346A3A12",NA,NA,NA,NA,2024-04-16 21:32:01,NA,NA
"3D6.15346A3A15",NA,NA,2024-04-17 13:24:18,NA,NA,NA,NA
"3D6.15346A3A28",2024-05-04 05:23:10,2024-05-04 05:23:10,NA,NA,NA,NA,NA
"3D6.15346A3A47",NA,NA,2024-06-08 03:02:55,NA,NA,NA,NA
"3D6.15346A3A70",NA,NA,2024-04-17 15:27:35,NA,NA,NA,NA
"3D6.15346A3A85",NA,NA,2024-04-17 14:30:15,NA,NA,NA,NA
"3D6.15346A3A96",NA,NA,NA,NA,2024-04-16 21:30:01,NA,NA
"3D6.15346A3A9B",NA,NA,2024-05-28 04:48:02,NA,NA,NA,NA
"3D6.15346A3AB4",NA,2024-05-20 12:52:32,NA,2024-05-20 12:52:32,NA,NA,NA
"3D6.15346A3AC5",NA,NA,2024-04-17 13:29:43,NA,NA,NA,NA
"3D6.15346A3AC9",NA,NA,2024-04-17 12:40:58,NA,NA,NA,NA
"3D6.15346A3ACA",2024-04-25 06:40:01,2024-04-25 06:40:01,2024-04-17 16:10:41,NA,NA,NA,NA
"3D6.15346A3ACC",NA,2024-05-31 03:30:38,NA,2024-05-31 03:30:38,NA,NA,NA
"3D6.15346A3AD2",NA,NA,2024-04-17 13:54:06,NA,NA,NA,NA
"3D6.15346A3AD9",NA,NA,2024-04-17 14:51:11,NA,NA,NA,NA
"3D6.15346A3ADC",NA,2024-05-16 21:03:47,NA,2024-05-16 21:03:47,NA,NA,NA
"3D6.15346A3AF2",NA,NA,2024-05-17 00:17:48,NA,NA,NA,NA
"3D6.15346A3AFC",NA,NA,2024-05-16 21:16:11,NA,NA,NA,NA
"3D6.15346A3B0C",NA,2024-06-11 21:14:51,NA,2024-06-11 21:14:51,NA,NA,NA
"3D6.15346A3B0F",NA,2024-05-16 21:45:11,NA,2024-05-16 21:45:11,NA,NA,NA
"3D6.15346A3B14",NA,NA,2024-06-08 00:34:56,NA,NA,NA,NA
"3D6.15346A3B1A",NA,NA,2024-05-16 21:05:06,NA,NA,NA,NA
"3D6.15346A3B22",NA,NA,2024-05-18 11:15:06,NA,NA,NA,NA
"3D6.15346A3B2C",NA,2024-06-25 00:42:39,NA,2024-05-08 10:26:17,NA,NA,NA
"3D6.15346A3B30",NA,NA,2024-05-16 21:32:44,NA,NA,NA,NA
"3D6.15346A3B32",NA,NA,2024-06-06 00:32:15,NA,NA,NA,NA
"3D6.15346A412F",NA,2024-04-16 21:00:17,NA,2024-04-16 21:00:17,NA,NA,NA
"3D6.15346A4136",NA,2024-04-16 21:05:01,NA,2024-04-16 21:05:01,NA,NA,NA
"3D6.15346A413B",NA,2024-04-16 20:55:59,NA,2024-04-16 20:55:59,NA,NA,NA
"3D6.15346A4145",NA,NA,2024-04-21 22:38:09,NA,NA,NA,NA
"3D6.15346A414D",NA,2024-04-16 20:57:29,NA,2024-04-16 20:57:29,NA,NA,NA
"3D6.15346A414E",NA,NA,2024-04-16 21:00:36,NA,NA,NA,NA
"3D6.15346A4157",NA,2024-04-16 21:25:46,NA,2024-04-16 21:25:46,NA,NA,NA
"3D6.15346A4167",NA,NA,2024-05-20 07:58:57,NA,NA,NA,NA
"3D6.15346A4188",NA,NA,2024-04-16 20:51:05,NA,NA,NA,NA
"3D6.15346A418A",NA,NA,2024-04-16 20:54:39,NA,NA,NA,NA
"3D6.15346A418C",NA,NA,2024-04-16 21:07:28,NA,NA,NA,NA
"3D6.15346A418E",2024-05-21 05:07:14,2024-05-21 05:07:14,NA,NA,NA,NA,NA
"3D6.15346A4194",NA,NA,2024-04-16 20:51:15,NA,NA,NA,NA
"3D6.15346A41AC",NA,NA,2024-04-16 21:06:08,NA,NA,NA,NA
"3D6.15346A41B5",NA,NA,2024-04-16 21:43:34,NA,NA,NA,NA
"3D6.15346A41BB",NA,NA,2024-04-16 21:02:51,NA,NA,NA,NA
"3D6.15346A41BC",NA,2024-04-16 21:12:23,NA,2024-04-16 21:12:23,NA,NA,NA
"3D6.15346A41BE",NA,2024-04-20 08:43:23,NA,2024-04-20 08:43:23,NA,NA,NA
"3D6.15346A41C4",NA,NA,2024-04-16 21:18:20,NA,NA,NA,NA
"3D6.15346A41CE",NA,NA,NA,NA,NA,NA,2024-05-07 12:00:00
"3D6.15346A41D0",NA,NA,2024-04-16 20:51:17,NA,NA,NA,NA
"3D6.15346A41D4",NA,NA,2024-04-16 21:00:51,NA,NA,NA,NA
"3D6.15346A41D9",NA,NA,2024-04-16 20:47:37,NA,NA,NA,NA
"3D6.15346A41DA",NA,2024-04-16 21:07:22,NA,2024-04-16 21:07:22,NA,NA,NA
"3D6.15346A41E1",NA,2024-04-16 20:59:42,NA,2024-04-16 20:59:42,NA,NA,NA
"3D6.15346A41EA",NA,NA,2024-04-16 21:10:32,NA,NA,NA,NA
"3D6.15346A41ED",NA,NA,2024-04-16 21:38:27,NA,NA,NA,NA
"3D6.15346A41F2",NA,NA,2024-04-16 21:19:45,NA,NA,NA,NA
"3D6.15346A420A",NA,NA,NA,NA,2024-06-09 22:20:27,NA,NA
"3D6.15346A4213",NA,NA,2024-05-25 02:21:55,NA,NA,NA,NA
"3D6.15346A4281",NA,NA,NA,2024-06-09 04:29:00,NA,NA,NA
"3D6.15346A42B3",NA,NA,2024-06-08 05:01:40,NA,NA,NA,NA
"3D6.15346A6EEA",NA,2024-05-07 10:44:14,NA,2024-05-07 10:44:14,NA,NA,NA
"3D6.15346A6EFE",NA,NA,2024-05-05 21:23:55,NA,NA,NA,NA
"3D6.15346A6F13",NA,NA,2024-05-07 23:49:27,NA,NA,NA,NA
"3D6.15346A6F16",NA,NA,2024-05-31 22:52:25,NA,NA,NA,NA
"3D6.15346A6F33",NA,NA,2024-05-19 21:25:30,NA,NA,NA,NA
"3D6.15346A6F45",NA,2024-05-20 23:05:31,NA,2024-05-20 23:05:31,NA,NA,NA
"3D6.15346A6F5E",NA,NA,2024-05-23 13:34:05,NA,NA,NA,NA
"3D6.15346A6F72",NA,NA,NA,NA,2024-05-25 10:39:16,NA,NA
"3D6.15346A6FF2",NA,2024-06-04 00:05:05,2024-06-04 00:08:24,2024-06-04 00:05:05,NA,NA,NA
"3D6.15346A7013",NA,2024-05-21 23:14:16,NA,2024-05-21 23:14:16,NA,NA,NA
"3D6.15346A7090",NA,NA,NA,NA,2024-06-05 03:16:31,NA,NA
"3D6.15346A70AC",NA,2024-05-23 03:07:31,NA,2024-05-23 03:07:31,NA,NA,NA
"3D6.15346A710A",NA,2024-06-28 14:10:58,NA,2024-06-28 14:10:58,NA,NA,NA
"3D6.15346A713C",NA,NA,NA,NA,2024-06-05 23:45:30,NA,NA
"3D6.15346A7141",NA,NA,2024-05-31 23:42:01,NA,NA,NA,NA
"3D6.15346A7160",NA,NA,2024-04-17 15:55:28,NA,NA,NA,NA
"3D6.15346A716B",NA,NA,2024-04-17 11:06:27,NA,NA,NA,NA
"3D6.15346A719E",NA,NA,2024-04-29 10:30:37,NA,NA,NA,NA
"3D6.15346A71BA",NA,NA,2024-04-19 09:20:07,NA,NA,NA,NA
"3D6.15346A71C4",NA,NA,2024-04-17 18:20:31,NA,NA,NA,NA
"3D6.15346A7211",NA,2024-05-11 05:05:26,NA,2024-05-11 05:05:26,NA,NA,NA
"3D6.15346A7303",NA,NA,NA,NA,2024-04-14 08:02:14,NA,NA
"3D6.15346A730A",NA,NA,2024-04-04 16:36:50,NA,NA,NA,NA
"3D6.15346A7316",NA,2024-05-17 21:32:20,NA,2024-05-17 21:32:20,NA,NA,NA
"3D6.15346A732F",NA,NA,2024-05-20 05:30:06,NA,NA,NA,NA
"3D6.15346A7334",NA,2024-05-19 10:42:28,NA,2024-05-19 10:42:28,NA,NA,NA
"3D6.15346A7370",NA,NA,NA,NA,2024-04-02 22:25:20,NA,NA
"3D6.15346A7382",NA,NA,NA,NA,2024-04-03 06:23:21,NA,NA
"3D6.15346A73CB",NA,2024-06-19 03:20:36,NA,2024-06-19 03:20:36,NA,NA,NA
"3D6.15346A749D",NA,2024-05-20 22:30:06,NA,2024-05-20 22:30:06,NA,NA,NA
"3D6.15346A74AF",NA,NA,2024-05-26 22:46:20,NA,NA,NA,NA
"3D6.15346A74BF",NA,NA,2024-05-07 21:16:36,NA,NA,NA,NA
"3D6.15346A74CB",NA,2024-05-23 21:22:12,NA,2024-05-23 21:22:12,NA,NA,NA
"3D6.15346A74D4",NA,NA,2024-05-20 06:53:54,NA,NA,NA,NA
"3D6.15346A74E2",NA,2024-06-09 22:42:17,NA,2024-06-09 22:42:17,NA,NA,NA
"3D6.15346A7523",NA,NA,NA,2024-05-01 05:11:55,NA,NA,NA
"3D6.15346A7528",2024-05-05 03:00:04,2024-05-05 03:00:04,NA,NA,NA,NA,NA
"3D6.15346A7537",NA,NA,NA,2024-04-30 10:21:16,NA,NA,NA
"3D6.15346A7552",NA,NA,NA,2024-04-30 22:15:23,NA,NA,NA
"3D6.15346A7557",NA,NA,2024-05-18 05:56:06,NA,NA,NA,NA
"3D6.15346A756A",NA,NA,2024-05-16 21:14:44,NA,NA,NA,NA
"3D6.15346A75A7",NA,NA,2024-05-27 00:16:28,NA,NA,NA,NA
"3D6.15346A75AE",NA,NA,2024-05-31 18:01:16,NA,NA,NA,NA
"3D6.15346A75F4",NA,NA,2024-03-28 14:26:14,NA,NA,NA,NA
"3D6.15346A775A",NA,NA,NA,NA,2024-03-29 04:49:04,NA,NA
